0,4
0,6
0,7
0,10
0,11
0,12
0,13
0,15
0,16
0,19
0,20
0,22
0,26
0,27
0,29
0,32
0,34
0,35
0,39
0,42
0,43
0,47
0,48
0,52
0,53
0,55
0,58
0,62
0,64
0,66
0,67
0,68
0,69
0,70
0,71
0,72
0,73
0,75
0,80
0,81
0,83
0,85
0,87
0,88
0,89
0,90
0,92
0,93
0,96
0,97
0,103
0,104
0,108
0,109
0,112
0,113
0,115
0,120
0,121
0,122
0,123
0,125
0,130
0,137
0,139
0,142
0,143
0,147
0,153
0,154
0,155
0,156
0,160
0,161
0,172
0,173
0,174
0,177
0,179
0,181
0,182
0,183
0,185
0,186
0,187
0,188
0,189
0,194
1,129
1,2
1,131
1,6
1,8
1,9
1,10
1,151
1,194
1,14
1,15
1,16
1,17
1,20
1,22
1,23
1,25
1,154
1,27
1,156
1,29
1,30
1,33
1,34
1,134
1,166
1,168
1,170
1,71
1,44
1,173
1,46
1,175
1,48
1,178
1,52
1,181
1,54
1,55
1,57
1,63
1,192
1,66
1,196
1,197
1,130
1,161
1,73
1,76
1,78
1,141
1,80
1,81
1,83
1,87
1,89
1,143
1,95
1,97
1,99
1,101
1,145
1,107
1,116
1,148
1,191
1,124
1,125
2,3
2,133
2,134
2,135
2,8
2,9
2,138
2,14
2,173
2,144
2,145
2,18
2,147
2,171
2,22
2,24
2,153
2,155
2,28
2,29
2,69
2,31
2,163
2,37
2,146
2,167
2,40
2,43
2,172
2,45
2,47
2,27
2,177
2,51
2,54
2,55
2,184
2,185
2,168
2,63
2,194
2,182
2,71
2,72
2,75
2,76
2,78
2,80
2,56
2,82
2,84
2,89
2,90
2,92
2,94
2,165
2,97
2,59
2,104
2,105
2,106
2,107
2,109
2,110
2,111
2,113
2,119
2,136
2,191
2,124
2,125
3,128
3,129
3,43
3,150
3,6
3,7
3,8
3,137
3,138
3,139
3,192
3,158
3,173
3,16
3,152
3,146
3,147
3,46
3,22
3,24
3,153
3,175
3,28
3,30
3,160
3,35
3,163
3,165
3,167
3,169
3,171
3,172
3,45
3,174
3,47
3,176
3,136
3,50
3,181
3,182
3,183
3,184
3,57
3,58
3,60
3,62
3,64
3,196
3,70
3,72
3,74
3,78
3,109
3,83
3,15
3,93
3,94
3,96
3,100
3,103
3,104
3,106
3,107
3,108
3,18
3,110
3,111
3,116
3,117
3,124
3,125
3,127
4,51
4,130
4,131
4,5
4,134
4,7
4,10
4,142
4,143
4,16
4,18
4,147
4,20
4,46
4,150
4,23
4,152
4,153
4,154
4,156
4,29
4,158
4,159
4,160
4,161
4,34
4,163
4,165
4,49
4,169
4,43
4,44
4,173
4,174
4,47
4,177
4,50
4,179
4,53
4,54
4,56
4,187
4,61
4,66
4,196
4,182
4,72
4,73
4,74
4,78
4,79
4,81
4,35
4,89
4,90
4,135
4,107
4,59
4,102
4,103
4,104
4,105
4,106
4,167
4,108
4,112
4,83
4,116
4,118
4,119
4,123
4,125
5,22
5,7
5,145
5,138
5,140
5,142
5,143
5,144
5,17
5,146
5,20
5,150
5,151
5,132
5,26
5,30
5,31
5,32
5,91
